AnimalType,AgeUponOutcome,Breed,Color,SexuponOutcome
0,365,640,220,1
0,1095,1251,211,3
0,60,945,111,3
1,1460,846,358,3
1,365,463,5,2
0,90,632,38,3
1,365,450,307,1
0,730,640,38,1
0,90,632,104,3
0,365,640,216,1
1,2190,125,308,2
1,1095,561,88,2
1,120,940,307,2
1,1095,1066,318,2
0,365,640,41,4
0,2,640,104,4
0,210,637,296,3
1,1095,962,5,2
0,365,640,216,1
0,90,640,63,3
0,30,640,111,4
0,60,632,216,1
1,730,847,5,3
1,1460,1066,86,0
1,365,980,38,2
1,3,847,5,1
1,730,450,320,2
1,60,427,99,3
1,60,456,86,3
0,7,640,131,0
1,1460,1066,89,2
1,365,764,318,2
1,60,360,276,0
1,730,162,165,2
0,30,640,291,0
1,365,260,38,3
1,2190,249,5,3
0,30,640,63,1
1,1095,450,25,2
1,1095,74,48,2
0,90,640,5,1
1,365,878,5,3
0,60,640,111,1
1,2555,1066,10,2
0,90,640,197,4
1,365,450,289,3
1,730,1066,98,1
1,365,559,329,3
1,60,1066,86,1
1,365,307,88,1
1,1095,865,274,3
0,365,640,104,2
0,60,637,63,3
0,21,640,41,1
0,30,640,216,1
1,730,472,163,2
0,240,640,104,4
1,730,1374,124,2
1,60,720,274,2
1,730,847,353,2
0,1460,640,216,2
1,60,878,5,3
1,4380,847,358,3
0,180,640,216,2
0,21,632,139,0
0,4015,795,260,2
0,2,640,318,0
1,1095,1254,38,2
1,730,450,36,2
1,365,450,250,2
0,30,632,5,0
1,150,449,36,3
0,365,640,38,1
1,60,1170,307,3
0,1825,640,104,3
1,2920,669,344,3
1,1825,1221,259,3
1,365,1104,98,3
0,28,640,332,0
0,14,640,38,1
0,1460,922,291,3
1,365,1066,38,2
1,1460,361,130,2
1,730,1040,320,3
1,60,1066,88,1
0,2190,636,139,3
1,730,1066,86,1
0,21,632,63,0
1,28,707,252,1
0,2920,640,216,2
1,730,1066,289,3
0,2555,640,38,1
1,365,890,38,3
1,365,1066,88,0
1,30,962,88,3
0,30,640,296,0
1,60,696,130,2
0,4380,637,38,3
0,21,640,104,1
0,5475,640,197,2
0,60,637,16,3
1,1095,125,307,3
1,365,862,5,3
0,60,640,320,2
0,14,640,216,4
1,365,1066,324,2
1,5840,1236,5,0
1,4015,1170,38,2
1,730,1291,165,3
1,90,1066,318,0
1,365,1256,289,2
1,300,125,250,2
0,30,640,5,1
1,1095,1066,98,3
1,730,1066,307,3
0,60,640,267,2
0,120,640,320,3
0,60,640,5,3
1,1460,529,276,3
1,300,259,103,1
1,1460,307,130,2
1,730,846,5,2
1,730,1212,5,3
0,14,640,291,4
0,210,632,5,2
0,21,640,216,1
1,30,1170,307,0
1,2555,847,150,2
1,3650,1066,38,1
0,2,640,86,0
1,1825,548,307,1
1,0,176,318,0
0,60,640,5,1
0,120,640,38,3
1,730,249,289,2
1,365,1066,353,3
1,1095,626,318,2
0,180,1271,262,2
0,365,640,306,3
0,60,640,296,3
1,180,334,5,2
0,60,640,216,2
1,365,847,358,2
1,365,837,329,3
0,30,640,38,0
0,730,640,111,4
1,1460,307,114,2
1,365,61,166,2
0,60,640,38,3
0,30,640,220,2
0,210,640,104,0
1,365,1066,330,0
1,3285,559,25,1
1,60,847,38,3
0,60,640,38,2
1,1825,1305,84,2
1,730,450,130,2
1,1825,438,318,3
1,4380,450,353,0
0,28,640,5,0
0,180,640,104,3
0,365,640,5,0
1,1825,1336,194,3
1,1095,1235,320,3
1,330,74,70,2
0,365,640,5,2
1,2920,39,38,2
1,60,125,307,2
1,240,549,226,0
0,60,640,104,3
0,1460,640,296,3
1,2920,450,289,2
0,120,1251,211,3
1,1825,1066,86,3
0,60,640,104,0
1,1095,962,318,3
1,365,810,329,3
0,90,632,5,3
0,14,640,38,4
1,2555,727,276,2
1,730,1299,38,2
1,2920,1365,203,3
1,1095,1066,311,2
0,60,1251,297,3
0,1095,640,38,2
1,2555,923,318,2
1,1460,450,287,3
0,30,640,5,1
1,1460,249,38,3
1,30,268,38,0
1,90,450,353,2
1,60,737,187,2
1,3285,1116,353,3
0,7,640,139,0
0,90,640,38,2
0,365,637,38,3
1,150,972,318,2
1,1825,1066,38,3
1,210,450,274,1
1,730,1066,89,1
0,365,640,220,2
1,1825,962,2,3
1,365,1346,130,2
1,365,365,274,2
1,1095,785,130,2
1,365,1197,25,2
1,120,1170,38,3
1,730,1177,130,3
0,1,640,104,4
0,730,640,139,0
0,30,640,111,0
1,365,1060,250,3
1,3650,924,318,3
1,730,391,250,2
1,730,755,204,2
0,30,640,347,3
0,120,640,104,2
0,30,640,5,0
1,365,450,289,3
0,730,640,111,2
1,2190,847,88,3
1,365,450,353,0
0,240,640,38,4
1,2190,7,114,1
1,3285,1236,329,0
0,240,640,104,0
1,365,847,38,2
0,3,640,111,4
1,28,846,5,0
0,60,640,5,0
0,1095,640,139,3
1,365,1066,320,2
0,120,640,104,1
1,1825,847,25,2
0,90,640,104,2
0,60,640,5,3
0,30,640,5,4
1,1095,962,318,3
1,730,45,130,3
1,1460,450,329,2
0,30,637,104,1
0,4745,640,111,3
1,2190,1265,318,3
0,1095,640,139,3
1,270,450,36,1
1,240,917,25,1
1,60,1116,38,3
1,2920,696,36,2
0,120,640,38,1
0,60,1207,41,2
0,365,640,216,2
1,365,1066,330,3
1,1095,74,230,3
1,1825,1066,98,1
1,2555,1291,86,3
0,14,640,104,1
0,1825,640,111,1
0,730,1251,186,1
1,2190,1291,38,2
0,2920,637,5,2
0,1460,640,38,2
0,300,1252,5,3
1,365,450,311,2
1,4380,74,130,3
1,730,437,130,3
0,30,640,38,1
0,60,640,216,3
0,90,640,5,3
1,4380,1170,320,3
0,4745,640,265,2
0,120,640,347,0
0,90,640,68,1
0,21,640,38,0
1,60,1066,5,1
0,5475,1059,5,3
1,330,298,38,3
0,730,632,104,3
0,150,640,38,2
0,60,640,38,3
1,1460,1236,38,2
1,2190,1365,114,0
0,60,640,38,1
0,730,640,5,4
1,2920,472,36,0
0,21,637,63,0
0,1095,640,104,2
1,730,214,289,3
1,1460,1145,5,2
1,60,60,250,2
0,14,640,320,4
0,60,640,220,3
1,28,1066,165,0
0,60,640,296,3
1,730,1081,130,2
1,730,847,364,2
1,1095,1079,130,3
0,28,640,38,0
1,1460,449,289,2
1,240,65,274,2
1,240,1066,130,3
1,730,1066,89,2
0,60,640,139,3
0,60,640,111,2
1,2190,450,36,3
0,1825,640,104,0
1,365,31,324,2
1,365,811,329,3
0,14,640,111,0
1,1095,1066,250,2
0,730,640,5,1
0,1095,1103,139,3
1,1095,41,329,2
0,150,639,11,2
0,120,637,104,2
0,7,640,111,4
1,4015,962,320,3
1,150,1066,38,2
1,730,112,274,2
0,730,640,5,4
0,30,632,216,1
0,60,640,167,3
1,1825,914,318,3
1,210,249,317,0
1,730,1066,86,2
0,240,640,111,1
1,730,1,38,2
1,365,847,289,2
1,365,1128,354,3
0,3285,640,167,2
1,365,112,36,2
1,120,764,334,3
0,365,640,104,3
1,330,943,38,2
0,2920,922,111,2
0,1095,640,168,2
1,1460,846,131,2
1,2190,559,289,3
0,730,1251,214,2
0,365,640,220,3
1,1095,1145,178,1
1,1825,1197,36,2
1,2190,696,276,3
1,150,847,226,2
0,365,640,296,0
1,28,249,38,4
1,4015,847,150,2
0,21,640,291,0
1,730,1066,289,3
0,1095,640,296,0
0,60,640,111,2
1,2190,1066,274,3
1,2555,695,252,1
0,4380,640,5,3
1,2920,712,88,2
0,30,640,38,3
1,2190,1066,86,2
1,1460,696,114,3
1,180,407,329,2
1,210,411,99,2
0,1095,640,291,3
1,2555,846,5,3
1,1825,449,252,2
1,730,2,289,3
1,365,1369,353,2
1,730,962,318,2
1,1095,1066,78,1
0,730,640,291,0
1,730,1066,318,3
1,1825,1302,5,3
1,330,1066,41,3
1,30,1066,330,1
1,365,343,307,2
0,150,640,216,2
1,3285,559,88,3
0,30,640,5,0
0,21,640,216,1
1,365,450,130,1
1,1460,132,98,3
1,2190,980,194,3
0,1825,637,25,3
1,1095,121,5,3
0,365,640,5,4
1,4745,1040,38,2
0,3650,637,216,2
1,120,847,358,3
0,2190,640,111,2
1,365,112,36,3
1,365,1091,38,2
1,365,1255,114,2
0,2555,640,197,3
1,2920,1066,130,2
1,730,55,86,1
0,2555,637,220,2
0,1095,632,38,4
1,365,1066,86,2
1,3650,1043,98,2
0,28,640,111,1
0,730,640,38,2
0,14,640,216,1
0,120,640,5,3
0,120,640,38,3
0,240,640,111,4
1,365,125,48,3
1,2920,382,307,2
1,365,74,227,2
1,30,701,250,3
1,730,438,130,2
1,240,1066,329,3
1,120,847,358,2
1,210,383,88,3
1,210,1262,252,2
1,300,737,250,2
1,730,1066,6,3
0,365,640,139,0
1,730,1066,318,2
0,730,640,5,2
1,1095,1066,98,2
1,2190,1319,131,2
0,730,1251,211,2
1,150,962,318,3
1,730,450,274,3
0,90,640,296,3
1,365,351,98,0
1,150,847,38,2
0,240,640,5,1
1,2190,980,204,2
1,1095,325,88,1
1,270,138,98,3
1,365,450,36,2
0,730,1251,211,3
0,60,637,5,3
1,1825,1066,165,3
1,6205,670,250,3
1,30,450,274,0
1,60,74,227,1
1,240,1227,89,3
0,60,637,291,3
1,730,450,226,2
0,1825,640,86,3
0,180,640,296,3
1,365,962,274,2
1,4745,847,358,3
1,2920,1170,307,2
1,1460,450,307,2
1,1095,431,307,2
1,1825,846,150,1
1,2920,1202,25,2
1,730,1255,273,2
1,730,515,89,3
0,730,640,111,3
1,365,956,226,3
1,300,266,38,2
0,30,640,5,0
0,30,640,320,0
1,60,856,274,1
1,60,881,38,3
1,1460,74,238,3
0,210,640,216,3
1,730,450,38,1
0,365,632,139,3
1,730,450,38,3
0,60,640,38,3
0,365,640,320,3
1,1460,1319,338,2
1,730,559,289,3
1,60,1324,307,4
0,7,640,5,0
1,120,847,289,2
1,365,1255,204,2
1,60,1116,329,3
1,2190,1066,89,2
0,90,640,5,2
1,730,510,88,2
1,60,112,252,2
0,90,640,216,2
1,730,463,204,3
1,14,450,88,0
1,240,878,150,2
1,365,329,165,3
1,4745,74,231,3
1,120,1116,329,2
1,365,1066,86,3
0,365,640,41,0
0,1095,640,216,2
1,365,1170,320,3
0,180,640,104,0
0,90,640,104,1
1,730,249,38,2
0,365,640,296,3
1,1095,847,166,2
0,60,640,5,0
1,60,81,307,2
0,6,637,38,4
0,730,640,111,2
0,14,640,38,1
1,1095,450,130,3
1,30,450,38,0
0,30,640,63,1
0,21,640,104,1
0,730,640,111,3
1,1460,74,98,2
1,730,450,289,2
1,365,1197,36,1
1,730,449,274,3
0,120,640,139,3
1,7,54,5,0
1,60,450,36,3
1,730,450,89,3
1,1825,365,274,2
0,240,640,332,2
1,365,1235,38,0
1,1825,450,289,3
0,28,640,38,4
0,210,640,104,2
0,730,640,139,0
1,730,450,334,1
1,730,249,250,1
1,730,962,318,2
1,3,909,329,0
1,1825,450,36,1
0,120,640,41,2
1,730,695,25,3
1,730,962,31,3
0,1095,640,167,2
1,3285,166,307,3
1,2555,1065,289,2
1,1825,848,364,2
1,2190,847,10,2
1,1095,908,320,2
1,240,720,318,3
1,730,1235,321,0
1,730,1066,321,2
0,365,640,194,0
1,30,85,38,2
0,330,640,38,2
0,14,640,5,1
1,730,847,5,3
1,2920,450,289,2
1,270,25,204,3
1,730,1066,289,3
0,60,640,220,2
1,1460,681,5,2
1,365,1066,88,2
0,30,637,41,1
1,300,696,36,1
0,730,922,104,3
1,60,850,38,3
1,2190,365,252,2
0,180,640,104,2
1,730,438,36,2
1,180,847,26,2
0,730,640,111,2
1,1095,450,274,2
1,730,1066,38,3
0,90,640,220,2
0,60,640,104,3
0,300,640,5,1
0,60,639,5,2
0,120,640,320,3
1,30,1066,329,1
1,1825,696,114,2
1,730,811,289,3
0,270,640,216,2
0,21,640,111,4
0,60,640,332,3
0,60,1251,260,3
0,365,640,167,3
1,2555,1170,307,2
1,60,847,88,3
0,21,637,68,1
0,14,640,104,0
1,30,696,226,0
0,3650,640,5,2
1,730,847,130,0
1,240,101,274,2
0,7,640,104,4
1,30,61,329,3
1,730,1066,289,0
1,365,962,318,2
0,30,640,291,0
0,60,640,41,2
1,270,364,274,2
1,1095,450,274,2
0,365,640,260,3
0,14,640,195,4
1,2190,1291,86,3
1,1825,1066,86,3
1,1095,1066,38,2
1,365,975,272,2
1,3285,847,5,3
1,60,454,130,3
1,1825,1318,2,3
1,365,365,36,1
0,60,640,5,3
0,21,640,216,1
0,730,640,111,3
0,365,640,5,0
1,150,847,165,2
0,60,640,38,2
1,365,962,131,3
0,30,632,104,0
0,14,640,14,4
0,7,637,104,1
0,730,640,104,3
0,150,640,5,3
1,730,1255,38,2
1,210,675,130,3
1,60,450,289,3
0,2555,640,68,2
1,1095,450,274,1
0,730,640,139,3
1,365,125,227,2
0,60,1251,175,1
1,2190,962,318,3
1,28,249,274,4
1,365,450,166,2
1,90,559,250,2
0,240,640,216,3
0,730,640,111,0
1,730,847,165,0
0,210,640,220,3
1,60,1202,252,3
0,730,640,5,4
0,30,640,5,1
1,730,1346,130,2
1,2920,463,226,2
1,3650,962,318,2
0,30,640,104,1
1,1460,1066,289,0
1,365,450,274,2
0,30,640,320,1
1,300,846,38,2
1,730,1066,353,2
0,3,1251,205,0
1,1825,1365,286,2
1,365,1066,86,3
1,60,538,176,0
1,90,469,250,3
0,60,640,296,3
0,90,631,41,3
0,90,640,104,2
1,1095,1366,203,2
1,150,1066,131,1
1,730,55,38,3
1,120,27,329,2
0,21,632,38,1
1,365,1319,274,2
1,60,268,38,2
0,30,640,68,2
1,365,1114,329,2
1,2555,1066,89,2
1,365,1346,128,2
0,30,640,104,1
1,730,1365,84,2
1,120,1196,25,3
0,240,637,38,3
0,365,640,111,4
1,730,649,330,2
1,1,61,307,4
1,2555,847,131,3
0,1825,640,324,3
0,2,640,291,0
0,180,640,104,3
1,120,450,132,0
0,21,640,68,1
0,1,640,291,0
1,3650,450,88,1
0,120,640,216,2
1,90,1121,38,2
0,90,640,347,2
1,730,450,353,3
0,60,640,68,3
1,1460,962,25,2
0,210,640,41,3
1,1825,1235,166,3
1,730,74,25,3
0,60,640,5,0
1,365,450,274,2
0,180,640,111,2
0,90,640,139,0
0,730,640,167,2
1,1095,125,307,3
1,730,847,5,3
0,730,637,296,3
1,730,823,25,3
0,60,640,104,2
0,30,1271,260,2
1,1825,764,355,1
1,1095,1066,274,0
1,365,1327,203,2
1,2920,923,318,3
0,2190,640,224,3
1,1825,961,166,2
1,30,1035,130,3
0,4380,640,296,3
1,120,811,329,1
1,365,1066,89,3
1,730,617,36,3
0,21,637,41,0
1,2190,45,185,3
0,30,640,104,1
0,730,640,63,1
1,180,577,38,3
1,300,1197,36,2
1,365,450,289,3
1,4380,1066,89,3
1,1460,1066,289,3
1,30,116,289,3
0,2920,640,320,3
1,730,1028,38,2
0,90,640,327,3
1,2920,450,289,2
0,21,640,104,0
0,60,640,11,3
1,2555,450,289,2
1,730,1177,289,3
0,1460,640,220,2
0,365,640,216,2
0,30,640,41,1
0,1,640,68,4
1,730,112,274,1
1,60,73,238,3
1,240,450,5,3
1,60,407,98,2
0,60,640,211,0
1,1095,1145,38,1
0,120,640,38,2
1,1460,618,284,2
1,2920,847,131,3
0,21,640,216,1
1,2555,438,226,2
0,730,640,296,0
1,90,847,38,2
1,730,450,274,1
0,1825,637,139,3
1,1095,407,289,2
1,4745,329,130,0
1,1825,450,114,3
1,30,1066,336,1
0,150,640,104,2
1,150,847,38,3
1,365,847,5,2
1,2920,1255,130,2
1,730,297,98,2
0,4380,640,111,1
1,1095,214,274,2
1,3650,156,307,3
0,60,640,38,3
1,300,414,359,3
1,60,61,329,2
1,1460,847,274,3
0,28,640,5,0
0,4015,922,86,2
0,90,640,104,3
1,730,626,318,2
1,730,186,38,0
1,210,55,98,3
1,60,956,36,2
1,30,1066,98,1
1,4380,1169,307,3
0,365,640,38,4
1,1095,74,258,3
1,90,1066,81,2
1,28,450,307,1
0,150,640,216,2
1,60,585,250,1
0,150,640,41,2
1,365,974,318,2
0,60,640,139,0
1,365,1278,250,1
0,30,1251,211,0
1,1095,463,307,0
0,30,640,320,1
0,14,640,5,1
1,2190,249,307,3
1,365,149,226,2
1,1460,1066,38,0
0,730,637,139,3
1,90,464,130,2
1,365,846,38,3
0,28,640,216,1
0,0,640,104,4
1,2555,1146,353,3
0,60,640,220,1
1,60,847,38,3
0,150,640,38,0
0,730,640,318,4
0,730,640,63,3
1,300,74,69,3
0,2555,640,104,2
1,5475,961,318,2
0,30,640,5,0
1,365,74,329,0
0,21,640,86,4
1,1460,847,150,3
0,60,640,338,3
0,365,640,104,1
1,330,450,274,2
0,14,640,5,4
1,300,1066,89,1
0,210,640,111,2
0,30,640,5,4
0,60,640,347,3
1,730,343,5,2
0,28,640,63,0
0,150,1251,297,3
1,120,1066,165,0
0,3,640,324,4
0,30,1250,260,0
0,60,637,5,2
1,365,696,276,2
1,14,847,88,1
0,150,640,204,0
0,365,640,318,3
1,730,450,88,2
1,2555,208,307,3
0,60,640,104,2
1,240,258,38,3
1,300,988,38,3
0,1095,640,216,3
1,730,213,274,3
1,1825,149,250,2
1,365,1178,320,2
1,180,1066,165,3
1,730,74,88,3
1,300,696,329,2
0,730,640,86,1
1,150,881,250,0
0,21,637,63,0
0,730,637,68,0
1,365,125,130,3
0,1095,632,168,2
1,365,437,250,3
1,1095,298,98,3
0,270,640,296,3
1,3650,125,25,2
0,365,640,104,1
1,300,1066,318,3
0,1,640,63,4
1,365,764,353,3
0,730,640,104,2
1,240,696,36,3
0,730,640,111,3
1,2555,699,276,2
0,365,640,63,2
1,365,331,125,3
1,90,61,131,0
0,1825,640,104,3
0,21,640,5,1
1,730,55,329,3
0,730,640,38,3
0,1095,640,5,3
1,365,329,165,0
0,60,637,111,3
1,60,450,131,2
0,150,640,104,3
0,90,640,104,2
0,730,632,104,1
1,210,268,38,1
1,730,847,38,3
0,60,640,111,4
0,730,640,111,3
0,14,640,5,4
0,730,640,291,0
0,730,640,14,4
0,28,640,104,4
0,7,640,104,4
0,270,640,332,2
0,60,640,111,2
1,2920,1235,130,1
1,1095,450,38,3
1,300,617,163,3
1,730,974,334,2
1,180,847,358,0
0,14,637,41,1
1,1095,9,89,2
1,30,450,274,0
0,4,640,11,0
1,1095,1066,38,2
1,60,167,130,3
1,120,810,318,3
1,1095,449,130,3
0,5,1251,318,4
1,730,1066,38,2
0,60,637,111,3
0,60,640,86,2
0,60,640,291,3
1,1460,847,38,2
0,60,640,104,3
1,2190,847,130,2
0,150,637,332,2
0,1460,1251,186,3
0,60,640,216,2
1,60,1288,307,0
0,60,640,104,3
1,365,1191,185,3
0,3650,637,216,2
1,365,1170,329,3
1,730,924,318,0
1,1460,1065,86,3
0,21,1250,260,1
1,730,892,38,3
0,5475,1059,220,3
0,730,640,291,0
1,3285,1304,194,3
1,90,450,274,1
1,730,696,307,2
0,60,640,5,2
1,365,249,307,2
1,1460,695,25,3
1,300,1213,5,2
0,365,637,139,3
0,365,640,63,2
0,5840,632,38,0
1,1460,450,307,3
1,300,74,38,0
0,14,640,63,4
1,30,696,36,1
0,1095,640,139,0
0,90,640,5,2
0,60,637,104,2
0,120,640,111,2
1,3650,547,307,2
1,240,847,38,2
1,60,847,38,3
0,30,640,306,0
1,365,490,36,3
0,30,640,5,3
1,730,1066,98,2
0,30,838,41,1
1,365,1191,128,2
0,90,632,139,3
0,1095,640,167,2
0,60,640,295,3
0,1825,640,111,3
0,365,632,220,4
1,1825,559,226,2
1,60,847,38,3
0,90,640,104,2
0,60,640,216,3
0,1825,640,139,3
0,150,640,5,0
0,28,640,104,1
0,365,640,5,2
0,2,640,5,4
1,2555,696,318,2
1,365,834,204,2
0,60,640,296,3
0,120,640,296,0
0,730,640,63,0
1,365,214,276,3
0,14,640,216,0
1,210,383,320,2
1,730,167,307,3
0,60,640,296,3
0,60,640,104,3
0,60,640,16,3
1,120,542,307,3
1,120,559,38,3
0,365,640,104,3
1,365,167,250,2
0,14,640,111,4
1,28,707,259,0
1,365,307,98,0
0,4380,632,220,2
0,365,637,38,3
1,1825,923,318,3
0,60,640,5,2
0,14,640,216,1
1,365,1236,320,2
1,1825,1066,321,0
0,14,640,167,4
0,14,640,5,4
1,60,407,289,0
0,60,640,291,3
1,1095,249,38,2
0,120,640,14,2
1,730,1066,86,2
0,180,640,5,2
0,1095,640,104,3
0,240,640,5,2
1,150,1066,289,3
0,90,640,186,0
1,1460,282,88,2
1,365,27,329,3
0,2920,632,338,3
1,1095,962,318,2
0,21,640,63,1
1,3650,559,226,2
1,730,450,88,3
0,365,637,320,3
0,7,640,216,1
0,28,640,38,0
0,120,640,5,2
0,180,640,111,2
0,21,640,332,0
1,1095,720,88,1
1,120,875,36,2
1,1460,826,353,3
1,1825,73,320,2
1,730,450,131,2
0,60,640,5,2
1,730,459,163,3
0,30,838,291,0
1,7,74,130,1
0,14,640,216,1
1,2920,962,166,2
1,365,1066,318,3
1,730,176,330,3
1,120,307,98,0
1,365,518,166,3
1,730,847,131,3
1,330,1116,130,3
1,2555,505,276,2
1,730,975,131,1
0,30,640,5,0
1,60,1202,252,2
1,730,307,250,1
0,2920,640,5,2
1,365,1066,289,1
0,90,640,104,2
0,60,640,86,3
1,30,450,88,3
1,1095,1369,307,3
0,2555,640,63,3
1,730,847,289,2
1,1095,147,88,2
1,365,450,155,3
0,30,640,111,0
0,60,637,63,2
1,60,572,131,3
1,1095,565,226,2
1,730,55,329,2
0,365,640,38,1
0,28,639,5,4
1,365,55,86,2
0,210,640,63,3
1,120,67,276,2
1,2190,594,289,2
0,7,640,68,1
1,270,214,307,3
0,150,640,5,3
0,60,637,111,2
0,90,640,104,3
1,2190,190,318,3
1,365,1014,37,3
0,30,637,5,1
1,90,811,344,0
1,2190,1066,10,2
0,150,640,14,3
1,210,1197,88,2
0,60,640,216,2
1,1460,1158,226,2
1,1825,956,163,2
1,365,696,25,3
1,1095,450,36,3
1,5475,399,353,3
1,365,69,98,2
0,60,640,347,3
1,365,924,318,3
1,30,811,252,1
0,21,640,104,0
0,28,640,296,0
1,300,298,276,3
0,30,640,111,3
1,365,450,88,3
1,120,1169,307,3
1,270,249,353,3
1,365,1066,38,1
1,730,437,130,2
1,60,847,38,1
0,1460,637,104,3
1,60,561,114,2
1,1095,1065,41,3
0,365,632,11,0
1,1095,450,274,3
0,1460,1251,297,3
0,2190,640,291,3
0,3650,1059,216,3
0,365,640,320,3
0,3650,640,38,3
0,3,632,149,0
1,365,1066,38,2
0,2920,640,38,3
0,90,640,38,3
1,365,1066,86,1
1,365,872,150,2
1,2920,1291,289,2
0,60,640,5,3
1,365,438,307,3
1,365,449,307,2
0,30,637,5,0
1,1095,670,320,3
0,60,640,220,2
1,5475,847,358,3
1,60,560,274,0
1,365,776,346,2
1,2190,1066,86,2
1,270,1066,10,3
0,2190,640,104,1
1,1460,1135,131,3
1,730,1145,179,1
1,1095,350,38,3
1,2920,547,226,0
1,730,1066,289,2
0,21,640,5,1
1,365,1066,38,2
1,60,214,114,3
0,3,640,5,4
1,1095,1255,250,2
0,300,640,291,0
1,730,1066,5,1
1,365,1130,329,2
1,90,450,259,1
1,365,1,198,3
1,150,847,88,2
0,21,1251,297,0
1,2555,857,38,3
0,1095,640,220,2
1,365,106,231,2
0,21,640,265,0
0,3650,795,211,3
1,180,862,38,2
0,60,640,291,3
1,2190,1146,276,2
0,1095,206,104,1
1,240,283,130,2
0,60,640,167,2
0,730,640,320,3
1,240,696,252,2
1,1460,781,276,0
1,60,847,226,2
1,60,450,239,2
1,300,847,250,2
0,120,640,296,3
1,1095,249,38,2
1,365,55,38,3
0,60,640,296,3
1,1825,962,318,3
1,3650,518,166,3
1,365,1158,18,3
1,365,450,289,2
0,21,640,104,0
0,30,640,5,1
0,210,640,296,3
1,3285,1066,226,2
1,3650,847,5,2
0,60,640,216,2
1,300,450,165,2
1,365,252,329,2
0,60,640,167,3
1,730,219,179,3
0,4380,640,104,0
1,2920,1365,276,2
0,60,640,104,2
0,365,640,291,0
1,1460,450,289,2
1,120,424,38,1
1,365,450,38,3
1,330,962,318,3
0,3285,640,86,3
1,60,214,289,3
1,1095,936,36,2
1,30,847,25,3
1,120,463,89,2
0,30,636,68,1
0,28,640,5,1
1,90,268,38,3
0,21,640,324,1
1,60,852,320,3
0,1460,640,220,3
0,30,1251,211,1
1,60,887,177,3
1,730,361,38,2
1,1460,1373,114,3
1,14,1066,86,0
0,1460,640,291,3
1,1825,307,98,2
1,90,811,150,0
1,365,1066,38,3
1,1825,1065,5,2
1,30,847,274,3
1,1460,1197,36,2
0,7,640,38,4
1,2555,248,38,3
1,365,424,289,2
0,60,637,63,0
0,3,640,5,4
1,730,696,25,2
0,1460,639,265,2
0,180,640,5,4
1,3650,450,320,3
1,730,678,318,3
0,730,640,111,3
1,3650,1174,320,0
1,365,1291,185,2
1,365,119,250,2
1,1095,720,131,3
0,3285,640,5,0
0,60,640,139,3
0,1460,640,86,3
1,150,810,353,2
0,4,640,14,1
0,1460,640,168,2
1,730,167,307,2
0,2920,640,111,2
0,300,632,5,4
0,120,640,111,1
1,730,60,114,2
0,60,640,86,3
1,2920,670,210,2
1,60,549,36,3
1,1095,847,358,2
0,60,640,38,2
0,300,640,111,0
1,30,450,307,3
0,120,640,168,1
1,730,88,48,3
1,365,450,38,1
0,1460,640,139,3
0,730,640,104,0
0,365,640,305,0
1,1460,717,258,2
1,180,1105,98,3
1,150,450,353,2
1,730,450,130,2
0,30,640,14,1
0,7,640,38,0
0,3,640,216,1
1,1825,1241,31,1
1,730,1191,130,2
1,60,847,250,3
1,730,1066,10,3
1,730,1066,130,3
1,365,561,166,0
1,300,847,163,2
1,150,720,307,2
1,1825,438,166,2
1,365,956,163,2
1,30,438,88,0
0,150,640,139,3
0,3285,640,5,2
1,365,156,36,1
0,60,637,41,2
0,60,640,68,3
0,150,640,38,0
1,120,585,289,3
0,60,640,291,3
1,730,847,5,3
1,1095,696,114,3
1,365,60,289,3
0,300,632,86,2
1,730,847,289,3
1,2,1066,130,1
1,1095,847,226,3
1,2920,559,274,2
0,60,640,296,3
1,1460,781,38,1
1,2555,847,5,2
0,60,640,5,3
1,365,1186,88,3
0,1460,640,104,2
1,365,774,318,3
0,90,640,220,3
0,60,632,104,3
0,3650,637,38,3
1,90,450,289,3
0,150,640,5,2
1,365,1066,330,2
1,90,391,130,2
0,21,640,304,0
1,365,696,274,0
1,60,401,289,2
1,1095,1198,114,3
1,330,463,307,3
1,2920,617,248,3
1,730,401,289,3
1,1825,923,318,3
0,90,922,104,3
1,365,772,320,3
1,3650,737,192,2
1,60,407,48,2
0,60,640,38,2
0,90,640,104,3
1,90,1066,98,3
0,365,1251,211,0
0,365,640,63,0
1,730,1177,307,3
0,365,640,38,0
0,21,640,5,4
1,90,1066,89,1
0,60,640,41,3
1,30,1319,86,1
1,270,1170,10,2
0,60,640,111,1
1,2555,1170,320,2
0,60,640,41,3
0,60,640,41,1
1,730,1318,318,3
1,365,124,25,2
0,60,640,104,1
1,365,1255,38,3
0,365,640,139,3
0,1460,640,104,2
0,730,640,295,3
1,730,450,84,0
1,60,469,274,3
0,60,640,111,2
1,365,1291,342,0
1,60,1066,353,3
0,60,640,111,2
1,365,1197,36,1
1,5475,450,353,3
1,365,481,163,3
0,90,640,216,3
0,2555,640,86,2
0,30,640,5,0
0,3,640,5,1
1,730,227,25,2
0,90,640,5,2
0,4380,639,204,2
1,1095,307,226,0
1,60,74,307,2
1,4380,449,165,0
0,365,637,216,1
1,730,695,25,3
1,730,847,5,0
0,21,640,104,1
1,365,1255,259,3
0,30,640,306,3
1,365,329,353,2
1,2555,847,150,2
1,5840,504,226,0
1,365,962,318,3
0,30,640,220,1
